"Date";"Volume";"Trades";"Bar Size";"High";"Low";"Open";"Close";"Delta T/D";"Delta Aggressor";"H/L Side";"O/C Side";"O/C Size";"Max Volume";"M/V Price";"M/V Trades";"M/V Delta T/D";"M/V Delta Aggressor";"Max Trade";"Max Tick";"Ticks Number";"OI Delta";"Hidden Volume";"TPO High";"TPO Low";"COT High";"COT Low";"Max Delta T/D";"Max Delta Aggressor"
"2023-11-29 00:00:00";"1534526";"908992";"167";"4597";"4555,5";"4564";"4563";"-3010";"-9334";"-1";"-1";"4";"27843";"4575,75";"16728";"2403";"183";"-364";"1211";"5965";"14526";"0";"4586";"4562,5";"-25169";"4689";"-4105";"-2187"
"2023-11-28 00:00:00";"1382466";"827446";"122";"4577,25";"4547";"4561,5";"4564";"16554";"-8510";"1";"1";"10";"26278";"4563,75";"12854";"-254";"628";"500";"786";"5777";"15058";"0";"4566,25";"4553,75";"-10605";"-4606";"3800";"4362"
"2023-11-27 00:00:00";"1059112";"646234";"73";"4570";"4552";"4568,5";"4561,5";"27242";"-6126";"1";"-1";"28";"34732";"4560,75";"17709";"6396";"1200";"-398";"-884";"5405";"-2329";"0";"4565";"4558,25";"-5351";"-4127";"6396";"-2274"
"2023-11-24 00:00:00";"435011";"279954";"46";"4574";"4562,75";"4572";"4568,25";"-1029";"733";"-1";"-1";"15";"25490";"4565,5";"16422";"-1782";"-1830";"279";"-501";"3673";"20211";"0";"4568,5";"4564,5";"319";"2168";"-3577";"1896"
"2023-11-23 00:00:00";"98179";"70777";"44";"4572,75";"4562";"4564";"4569,5";"1999";"2971";"1";"1";"22";"6411";"4570";"4583";"1005";"391";"198";"239";"2796";"0";"423";"4571,75";"4568";"-154";"2455";"1005";"990"
"2023-11-22 00:00:00";"1349775";"848215";"151";"4580,5";"4543";"4547,75";"4565,75";"17737";"8613";"1";"1";"72";"37858";"4568";"21920";"1140";"3090";"184";"775";"6124";"0";"0";"4572";"4560,25";"-3176";"9006";"-4372";"3090"
"2023-11-21 00:00:00";"1054641";"667341";"122";"4567";"4536,75";"4561,75";"4548";"-10071";"-3303";"-1";"-1";"55";"38241";"4548,5";"25010";"-2169";"-815";"202";"710";"5903";"5293";"0";"4553,5";"4545";"-4259";"-366";"3159";"2244"
"2023-11-20 00:00:00";"1146074";"695280";"205";"4571";"4520";"4526,75";"4561,25";"31388";"29416";"1";"1";"138";"21146";"4559,75";"10944";"-2640";"-212";"-161";"610";"5605";"2084";"0";"4571";"4539,25";"6115";"30005";"4401";"3385"
"2023-11-17 00:00:00";"1244185";"782869";"108";"4539,5";"4512,75";"4527,75";"4523,75";"-13151";"7815";"-1";"-1";"16";"26203";"4518,75";"18297";"-1271";"453";"401";"1498";"6139";"11482";"0";"4528,5";"4517,25";"1868";"4351";"4635";"4931"
"2023-11-16 00:00:00";"1432927";"912388";"112";"4529,5";"4501,75";"4514,25";"4528,5";"-14289";"-26743";"1";"1";"57";"29127";"4516";"19481";"919";"649";"-2776";"-6032";"7097";"-1687";"0";"4521,25";"4509,75";"-9534";"-13420";"-14653";"-15537"
"2023-11-15 00:00:00";"1506893";"989076";"123";"4541,25";"4510,75";"4515,5";"4514";"-8179";"-11273";"-1";"-1";"6";"35494";"4523";"24807";"-1634";"-356";"-324";"-898";"7040";"-6670";"0";"4528,75";"4517,75";"-18959";"30";"-6504";"-3494"
"2023-11-14 00:00:00";"1811236";"1102973";"417";"4524,25";"4420,25";"4427,25";"4514,5";"9504";"11270";"1";"1";"349";"28753";"4514,75";"11855";"-7451";"-7819";"-2815";"-3009";"6809";"34234";"0";"4523,75";"4493,5";"-26631";"6730";"-7451";"-7819"
"2023-11-13 00:00:00";"1226763";"781464";"119";"4436,75";"4407,25";"4425,75";"4428";"-18847";"-14997";"1";"1";"9";"30412";"4425,25";"12116";"-1306";"-178";"197";"1173";"6491";"-2373";"0";"4434,5";"4416,75";"-12429";"-10853";"-9498";"-7556"
"2023-11-10 00:00:00";"1672785";"1009748";"326";"4435,5";"4354,25";"4364,5";"4424,5";"64791";"36903";"1";"1";"240";"25042";"4431";"7666";"-1310";"-2784";"371";"959";"7042";"-2338";"0";"4435,25";"4379,5";"-1581";"37294";"5717";"3957"
"2023-11-09 00:00:00";"1904985";"1211255";"222";"4413";"4357,75";"4393,25";"4364,75";"-20881";"-44815";"-1";"-1";"114";"27829";"4362";"13863";"527";"283";"450";"-1920";"7196";"1204";"0";"4397";"4358,5";"-53739";"-929";"-4042";"2046"
"2023-11-08 00:00:00";"1319855";"856948";"132";"4407,75";"4375";"4397,5";"4393,5";"17423";"-4597";"-1";"-1";"16";"28940";"4395,5";"19609";"616";"-828";"400";"-969";"6337";"-661";"0";"4402,25";"4389,5";"-7127";"6800";"3590";"2341"
