"Date";"Volume";"Trades";"Bar Size";"High";"Low";"Open";"Close";"Delta T/D";"Delta Aggressor";"H/L Side";"O/C Side";"O/C Size";"Max Volume";"M/V Price";"M/V Trades";"M/V Delta T/D";"M/V Delta Aggressor";"Max Trade";"Max Tick";"Ticks Number";"OI Delta";"Hidden Volume";"TPO High";"TPO Low";"COT High";"COT Low";"Max Delta T/D";"Max Delta Aggressor"
"2022-11-04 00:00:00";"2427654";"1869483";"379";"3805,5";"3711";"3724";"3772,75";"18936";"22802";"1";"1";"195";"16737";"3780,5";"10172";"1161";"1497";"-262";"-734";"14392";"8930";"0";"3785,25";"3732,25";"8540";"16963";"-2383";"-1831"
"2022-11-03 00:00:00";"1824620";"1378358";"314";"3782,5";"3704,25";"3766,75";"3725,5";"-17148";"622";"-1";"-1";"165";"20894";"3727,5";"11213";"-330";"-440";"-240";"-512";"11937";"1034";"0";"3750,25";"3726";"-2091";"5830";"-5223";"-5339"
"2022-11-02 00:00:00";"2127098";"1599878";"588";"3907";"3760,25";"3863";"3768,25";"-24668";"-37098";"-1";"-1";"379";"20945";"3847,5";"14964";"367";"1887";"356";"-616";"12342";"-2579";"0";"3897,5";"3829";"-25777";"-282";"-2437";"-2613"
"2022-11-01 00:00:00";"1830222";"1299128";"303";"3928";"3852,5";"3884";"3861,75";"12064";"-7194";"-1";"-1";"89";"29645";"3867";"20912";"-1135";"-277";"-261";"-611";"10274";"-29903";"0";"3884,5";"3856";"-14242";"3111";"-3685";"-3161"
"2022-10-31 00:00:00";"1885604";"1273561";"171";"3914,75";"3872,25";"3911,5";"3882,75";"6784";"-5036";"-1";"-1";"115";"36717";"3882";"19999";"-3263";"-2291";"-476";"-1390";"10411";"-18679";"0";"3893";"3879,75";"-5345";"-3982";"3953";"-2921"
"2022-10-28 00:00:00";"1990508";"1384533";"591";"3924,25";"3776,75";"3798,25";"3923";"7930";"-11972";"1";"1";"499";"22444";"3910,5";"9679";"52";"280";"-402";"-797";"12103";"31084";"0";"3924,25";"3842,75";"-3301";"-9654";"-4753";"-6331"
"2022-10-27 00:00:00";"2144336";"1602115";"454";"3870,75";"3757,5";"3844,25";"3791,5";"-11840";"-11952";"-1";"-1";"211";"15543";"3844";"12205";"13";"665";"-500";"-615";"14309";"-4378";"0";"3862,5";"3827,25";"-18111";"552";"-2249";"-1668"
"2022-10-26 00:00:00";"2029591";"1476546";"294";"3897,5";"3824,25";"3841";"3853,75";"3923";"-23705";"1";"1";"51";"23768";"3844";"16840";"496";"214";"-247";"455";"12176";"-23706";"0";"3865";"3835,5";"-30913";"-22279";"-2671";"-1493"
"2022-10-25 00:00:00";"1790142";"1214645";"338";"3874,25";"3790";"3803,25";"3853,25";"13972";"14162";"1";"1";"200";"15965";"3858";"10621";"-311";"167";"-384";"854";"10860";"-14995";"0";"3870,5";"3834,5";"-10500";"11436";"-2206";"1715"
"2022-10-24 00:00:00";"2048873";"1509451";"343";"3822";"3736,5";"3771";"3805,5";"23905";"12241";"1";"1";"138";"18586";"3800";"11789";"2230";"2944";"-505";"-1774";"15664";"10622";"0";"3805,75";"3770";"-8203";"6294";"2670";"2944"
"2022-10-21 00:00:00";"2583708";"1934769";"528";"3773,25";"3641,5";"3677,75";"3772";"2420";"-22338";"1";"1";"377";"19938";"3765";"9298";"-4194";"-5438";"-244";"619";"14467";"27371";"0";"3769,25";"3685,75";"18";"-12689";"-5926";"-6176"
"2022-10-20 00:00:00";"2342231";"1625790";"328";"3748";"3666,25";"3708";"3676,75";"-24505";"-9641";"-1";"-1";"125";"18734";"3675";"8288";"-3496";"-2242";"-477";"-822";"14548";"-1331";"0";"3715,75";"3667,25";"-22959";"-7757";"-4740";"-3492"
"2022-10-19 00:00:00";"2298293";"1634855";"391";"3774,25";"3676,75";"3759,75";"3710,25";"-19327";"-15231";"-1";"-1";"198";"19265";"3707,75";"11185";"2377";"739";"-205";"466";"14037";"-4627";"0";"3726";"3691,75";"-14021";"7625";"2808";"-1829"
"2022-10-18 00:00:00";"2698509";"1908271";"321";"3777,25";"3697,25";"3706,25";"3758";"-5243";"7569";"-1";"1";"207";"21745";"3727,5";"13761";"-2821";"-93";"426";"-896";"14298";"-16312";"0";"3751";"3708,25";"1833";"16596";"8124";"8840"
"2022-10-17 00:00:00";"1882503";"1283055";"436";"3702,5";"3593,75";"3598";"3699,5";"31087";"17857";"1";"1";"406";"35149";"3690";"20843";"6421";"5543";"-303";"616";"12095";"14876";"0";"3699,5";"3679,75";"-5648";"17929";"6421";"5543"
"2022-10-14 00:00:00";"2651776";"1955187";"571";"3733,75";"3591,25";"3680,25";"3596,5";"2940";"9022";"-1";"-1";"335";"14935";"3599";"6402";"-517";"-245";"-498";"-937";"16597";"16319";"0";"3674,75";"3591,75";"-4208";"-6";"4666";"4584"
"2022-10-13 00:00:00";"3191765";"2329294";"784";"3697,75";"3502";"3596,25";"3680,25";"21083";"-14915";"1";"1";"336";"15436";"3681,75";"7429";"1116";"-544";"489";"-2735";"15620";"-6895";"0";"3697,75";"3555";"-7112";"7446";"-2717";"2877"
"2022-10-12 00:00:00";"1900939";"1406911";"200";"3635,25";"3585,5";"3607";"3593,25";"-2031";"7095";"-1";"-1";"55";"30932";"3609,5";"23338";"34";"714";"287";"539";"14185";"24001";"0";"3613,5";"3597,5";"1944";"1820";"4517";"3756"
"2022-10-11 00:00:00";"2346127";"1733957";"298";"3653,25";"3579";"3624,75";"3608,25";"12047";"6015";"-1";"-1";"66";"22629";"3599";"15259";"1041";"1603";"349";"684";"14620";"2354";"0";"3620,75";"3582,25";"-8449";"6760";"-3130";"-2622"
"2022-10-10 00:00:00";"1987385";"1426390";"271";"3667,5";"3600";"3638,75";"3627,5";"-5421";"-1851";"-1";"-1";"45";"26059";"3625,25";"17355";"495";"793";"-234";"-608";"13089";"2768";"0";"3645";"3620,5";"-2449";"10467";"-6669";"-7627"
"2022-10-07 00:00:00";"2150624";"1511142";"553";"3770,5";"3632,5";"3745,75";"3650,75";"464";"-4988";"-1";"-1";"380";"19754";"3652,75";"9922";"1796";"382";"-351";"-726";"12414";"20560";"0";"3690,5";"3632,5";"-10040";"-399";"-4234";"-4762"
"2022-10-06 00:00:00";"2101800";"1546006";"279";"3819,5";"3750";"3795,75";"3751";"-25086";"-12506";"-1";"-1";"179";"22713";"3780";"13034";"-2553";"-1973";"-481";"1028";"13105";"-2490";"0";"3784,25";"3755,25";"-14129";"-244";"-4965";"-4327"
"2022-10-05 00:00:00";"2028307";"1452246";"345";"3820";"3734";"3801";"3795,75";"9009";"-4737";"1";"-1";"21";"16520";"3769";"11985";"222";"-436";"-500";"-642";"11696";"4266";"0";"3791,5";"3736";"-3096";"12869";"-1955";"-1893"
"2022-10-04 00:00:00";"2306305";"1571372";"491";"3808,75";"3686,25";"3696,5";"3803,5";"31161";"38053";"1";"1";"428";"37568";"3795";"22965";"15598";"15144";"-413";"-750";"11949";"-13013";"0";"3805,75";"3776,75";"-2194";"39436";"15598";"15144"
"2022-10-03 00:00:00";"2257542";"1560669";"561";"3711,75";"3571,75";"3593,25";"3694,5";"4728";"29288";"1";"1";"405";"21495";"3669,75";"13557";"-1033";"539";"520";"771";"13965";"-41236";"0";"3711,25";"3639,5";"1529";"30469";"11129";"10535"
"2022-09-30 00:00:00";"2827566";"2006239";"395";"3693,75";"3595,25";"3656,5";"3604,25";"-3816";"-27238";"-1";"-1";"209";"26555";"3650";"17866";"229";"-357";"-288";"602";"15631";"47570";"0";"3670";"3618,5";"-33051";"-203";"-5492";"-5010"
"2022-09-29 00:00:00";"2797972";"1910348";"457";"3736";"3622";"3730,25";"3658,75";"-10664";"2904";"-1";"-1";"286";"33824";"3655";"17603";"3536";"3394";"-500";"-742";"14470";"-4875";"0";"3665,5";"3630";"1532";"11278";"3536";"3394"
"2022-09-28 00:00:00";"2688512";"1912616";"554";"3751,25";"3613";"3668,5";"3729,75";"6794";"-10902";"1";"1";"245";"14252";"3719,5";"9314";"1692";"330";"-390";"-830";"16395";"11841";"0";"3751";"3668";"-14099";"407";"4573";"4733"
"2022-09-27 00:00:00";"2898328";"2040388";"392";"3733";"3635,25";"3668";"3665,25";"8560";"26390";"-1";"-1";"11";"21555";"3647,5";"14070";"805";"785";"-500";"-777";"14027";"9623";"0";"3701,75";"3635,5";"10659";"11815";"3213";"3865"
"2022-09-26 00:00:00";"2829100";"2088714";"293";"3730,5";"3657,5";"3705,25";"3667,25";"-11296";"28992";"-1";"-1";"152";"23325";"3689,75";"16933";"99";"1079";"-493";"-910";"15933";"536";"0";"3702";"3665,5";"11408";"19760";"5934";"5414"
"2022-09-23 00:00:00";"2806095";"1954236";"493";"3783,25";"3660,25";"3777,25";"3711,5";"9357";"20255";"-1";"-1";"263";"34218";"3709,5";"19597";"-2272";"-2498";"718";"-822";"12887";"54609";"0";"3715,25";"3674,5";"19764";"24760";"3175";"6681"
"2022-09-22 00:00:00";"2535776";"1818711";"279";"3833";"3763,5";"3794";"3773,75";"-10494";"7574";"-1";"-1";"81";"46586";"3780";"31200";"-4434";"-5254";"699";"975";"13850";"-3387";"0";"3791";"3769,75";"3319";"10420";"-4434";"-5254"
"2022-09-21 00:00:00";"2363910";"1775459";"534";"3925,25";"3792";"3878,75";"3796,75";"-44890";"-42818";"-1";"-1";"328";"26223";"3892";"18170";"285";"-545";"301";"-832";"13497";"7229";"0";"3903";"3848,75";"-30752";"396";"-2848";"-1496"
"2022-09-20 00:00:00";"2284006";"1487755";"373";"3936,25";"3843,25";"3923";"3879,75";"24460";"7666";"-1";"-1";"173";"26392";"3871,25";"16462";"-236";"486";"293";"722";"10558";"24712";"0";"3887";"3860,5";"6443";"19674";"4711";"2323"
"2022-09-19 00:00:00";"2046334";"1373040";"324";"3927";"3846,25";"3889,5";"3922,75";"39142";"7964";"1";"1";"133";"26517";"3886,5";"16172";"-687";"-383";"-315";"737";"11287";"-5022";"0";"3903";"3868,75";"1572";"14740";"-3335";"1788"
"2022-09-16 00:00:00";"2588711";"1686886";"209";"3905";"3853";"3904";"3902,5";"12279";"3707";"-1";"-1";"6";"26598";"3865";"16273";"-1478";"-1634";"250";"995";"11754";"11097";"0";"3884,5";"3860";"4329";"13000";"-5379";"-5635"
"2022-09-15 00:00:00";"2302262";"1559506";"291";"3977,5";"3905";"3972";"3910";"-14886";"-29252";"-1";"-1";"248";"18953";"3935";"12258";"2363";"929";"250";"-686";"11240";"-1020";"0";"3953";"3908";"-23961";"-6391";"-2564";"-1888"
"2022-09-14 00:00:00";"2190690";"1568392";"210";"3981,25";"3929";"3956,75";"3973,75";"-14736";"-3196";"-1";"1";"68";"29777";"3964";"18199";"-697";"-173";"-360";"573";"12616";"66111";"0";"3973,5";"3951";"1481";"5329";"-3449";"-1763"
"2022-09-13 00:00:00";"2394850";"1693874";"947";"4175";"3938,5";"4137,5";"3955,25";"5164";"-13720";"-1";"-1";"729";"18495";"4004,25";"12608";"277";"-1267";"-352";"-706";"11367";"164982";"0";"4084,5";"3972";"-13000";"-3071";"-2435";"-1845"
"2022-09-12 00:00:00";"1472689";"1053256";"231";"4137,75";"4080,25";"4096";"4137";"29061";"-213";"1";"1";"164";"23103";"4125,75";"16032";"433";"15";"-195";"-442";"9027";"563681";"0";"4133";"4113,75";"-96";"-879";"2729";"1993"
"2022-09-09 00:00:00";"1153370";"731230";"287";"4077,25";"4005,75";"4010,25";"4066,25";"-1294";"214";"1";"1";"224";"12969";"4036";"8793";"-383";"473";"-676";"-756";"8977";"-785352";"0";"4065,5";"4024,75";"-13384";"723";"-3405";"-3629"
"2022-09-08 00:00:00";"2127445";"1543770";"276";"4011,5";"3942,75";"3980";"4010";"-13509";"533";"1";"1";"120";"22905";"3993";"15860";"29";"-889";"-351";"538";"11645";"-6318";"0";"3999,25";"3963,75";"-2621";"736";"-4940";"-4740"
"2022-09-07 00:00:00";"1843745";"1264454";"422";"3988,75";"3883,5";"3907,5";"3978,5";"4123";"20361";"1";"1";"284";"19932";"3980";"9971";"-822";"962";"318";"-787";"11286";"-75667";"0";"3988,5";"3924,5";"366";"22079";"3260";"3010"
"2022-09-06 00:00:00";"2059587";"1489666";"307";"3963,25";"3886,75";"3936,25";"3908,25";"-9113";"-7863";"-1";"-1";"112";"20986";"3909";"13230";"1968";"462";"-241";"-1139";"12380";"1269";"0";"3930,25";"3892,5";"-12564";"2802";"3183";"3205"
"2022-09-05 00:00:00";"213271";"175556";"109";"3942,25";"3915,25";"3929";"3936,25";"-337";"1613";"1";"1";"29";"4480";"3928,5";"3879";"-196";"94";"77";"-184";"6837";"-9707";"2426";"3936,75";"3926";"870";"2714";"1024";"938"
"2022-09-02 00:00:00";"2433365";"1735224";"454";"4019,25";"3906";"3967,5";"3933,25";"11713";"3553";"-1";"-1";"137";"16150";"3930";"9619";"1570";"978";"-350";"-889";"12329";"-8697";"0";"3991,5";"3906,25";"-13736";"5777";"-6040";"-5480"
"2022-09-01 00:00:00";"2147369";"1489906";"272";"3971,25";"3903,5";"3958";"3968";"35589";"25199";"1";"1";"40";"21169";"3925";"13689";"4685";"2783";"332";"-700";"12385";"-3803";"0";"3936,25";"3905";"229";"29414";"4923";"4043"
"2022-08-31 00:00:00";"2268995";"1520375";"262";"4018,25";"3953";"3987,25";"3960,5";"-70273";"-16145";"-1";"-1";"107";"20396";"3956,5";"5277";"-3236";"-194";"-770";"-1101";"12258";"-20452";"0";"3991,75";"3954,75";"-19478";"1211";"-4013";"2242"
"2022-08-30 00:00:00";"2491596";"1698744";"434";"4072,75";"3964,5";"4035,75";"3986,5";"-25216";"-864";"-1";"-1";"197";"35383";"3986,5";"19890";"2389";"1003";"-400";"-955";"11460";"-1121";"0";"4000";"3968,5";"-6566";"-5051";"-4058";"-2591"
"2022-08-29 00:00:00";"1901180";"1413370";"230";"4064";"4006,75";"4024";"4035,75";"-16634";"9224";"1";"1";"47";"20219";"4031,5";"10162";"-4289";"-981";"400";"-1155";"12108";"-21324";"0";"4046,5";"4018,5";"-526";"10653";"-4289";"1879"
"2022-08-26 00:00:00";"2132617";"1460095";"699";"4217,25";"4042,75";"4198,25";"4042,75";"-25641";"-22319";"-1";"-1";"622";"22514";"4059,5";"6127";"-444";"-36";"-414";"-1350";"10608";"1812";"0";"4142,75";"4051,5";"-29727";"-13";"-4997";"-3812"
"2022-08-25 00:00:00";"1572293";"1006888";"240";"4202,75";"4143";"4148,75";"4195,25";"-16511";"13261";"1";"1";"186";"21071";"4163,25";"14322";"1911";"675";"-320";"-738";"8215";"-1217";"0";"4182,25";"4157,5";"-6666";"13307";"-4826";"-4738"
"2022-08-24 00:00:00";"1293025";"844132";"192";"4158,5";"4110,75";"4128,25";"4149,5";"-7195";"-9651";"1";"1";"85";"21621";"4140";"12811";"3359";"2201";"-400";"640";"8456";"12006";"0";"4147";"4126";"-15394";"-6341";"-3373";"-3275"
"2022-08-23 00:00:00";"1544196";"1071191";"176";"4161,75";"4118";"4147";"4128";"-21108";"-3112";"1";"-1";"76";"28453";"4138,5";"20119";"-259";"215";"-200";"650";"9683";"-13032";"0";"4146";"4130";"-6440";"-1458";"-4408";"-3802"
"2022-08-22 00:00:00";"1666175";"1010625";"361";"4221,5";"4131,5";"4221";"4146,5";"14259";"-6169";"-1";"-1";"298";"23734";"4140,75";"13061";"2810";"1006";"306";"1352";"8903";"-24090";"0";"4164";"4131,75";"-5980";"9021";"-5651";"-2721"
"2022-08-19 00:00:00";"1625567";"1018747";"270";"4288";"4220,75";"4287";"4228,5";"-35553";"-14553";"-1";"-1";"234";"38596";"4230,75";"21455";"-858";"194";"-421";"874";"8291";"-30142";"0";"4243,5";"4227,5";"-14257";"-1841";"-4821";"-2810"
"2022-08-18 00:00:00";"1315919";"869314";"151";"4295,5";"4258";"4279,5";"4288,25";"-22017";"-1105";"1";"1";"35";"19187";"4277,75";"12873";"1095";"347";"-220";"-498";"8354";"-1602";"0";"4286,75";"4270";"2010";"-325";"-2807";"-2878"
"2022-08-17 00:00:00";"1581981";"1118483";"241";"4315";"4255";"4309,25";"4280,75";"-17435";"-12417";"-1";"-1";"114";"30649";"4276";"20627";"-1865";"-1129";"-183";"555";"9131";"7672";"0";"4283,75";"4263,75";"-13637";"-5366";"-2956";"1779"
"2022-08-16 00:00:00";"1319012";"851303";"196";"4327,5";"4278,75";"4294,5";"4310,25";"-6450";"-12842";"1";"1";"63";"18063";"4308,25";"10126";"-1221";"-1687";"-400";"660";"7457";"12040";"0";"4314,5";"4290,25";"-13589";"-4302";"-5023";"-2579"
"2022-08-15 00:00:00";"1275513";"778522";"224";"4304,75";"4249";"4277";"4294,5";"17195";"-2065";"1";"1";"70";"24672";"4297,75";"11243";"-302";"-372";"-222";"797";"7294";"-3458";"0";"4303,75";"4270,75";"-3634";"-529";"-4997";"-3727"
"2022-08-12 00:00:00";"1223225";"806106";"299";"4282,75";"4208,25";"4219,25";"4280,75";"-6791";"-7271";"1";"1";"246";"20787";"4280";"5702";"-7835";"-14409";"-998";"-2075";"7547";"42507";"0";"4282,5";"4233,75";"-12013";"-6753";"-7835";"-14409"
"2022-08-11 00:00:00";"1549034";"1036481";"232";"4260,5";"4202,75";"4210,75";"4218,75";"-29638";"-24912";"-1";"1";"32";"19992";"4234";"13380";"-1898";"-250";"-934";"-1135";"8700";"-605";"0";"4248";"4214";"-33325";"-5785";"-3343";"-3701"
"2022-08-10 00:00:00";"1546140";"999854";"400";"4213,5";"4113,75";"4128,75";"4211";"-22404";"-7116";"1";"1";"329";"25505";"4204";"15494";"-21";"-279";"-345";"-599";"8407";"-17229";"0";"4209,5";"4191";"-2518";"-6537";"6684";"6842"
"2022-08-09 00:00:00";"1238275";"849466";"169";"4155";"4113";"4148,5";"4129,25";"-4215";"-9563";"-1";"-1";"77";"25186";"4121,5";"16129";"-1724";"-318";"274";"-712";"8428";"-3415";"0";"4129,5";"4116,5";"-9519";"-1077";"3720";"-2009"
"2022-08-08 00:00:00";"1487824";"1046434";"236";"4188";"4129,25";"4149,75";"4150,75";"-3584";"-4064";"-1";"1";"4";"18574";"4141,5";"9946";"1630";"-4";"200";"-477";"9091";"489";"0";"4171,75";"4132,5";"-17634";"-2154";"-3004";"-2642"
"2022-08-05 00:00:00";"1663888";"1090324";"251";"4166,25";"4103,75";"4152";"4141,75";"6936";"10620";"-1";"-1";"41";"18048";"4141";"10681";"220";"-186";"741";"1004";"8997";"-3815";"0";"4147";"4121,5";"9535";"14413";"-2751";"1929"
"2022-08-04 00:00:00";"1196504";"842661";"150";"4173,25";"4136";"4150,25";"4151,75";"-9686";"1746";"-1";"1";"6";"27415";"4152,75";"17160";"-2767";"-853";"281";"-535";"8839";"-1752";"0";"4158,25";"4147,5";"-414";"2595";"-2767";"3236"
"2022-08-03 00:00:00";"1630300";"1078370";"343";"4170";"4084,5";"4097";"4152,5";"-588";"10412";"1";"1";"222";"18442";"4158";"9440";"4058";"100";"-1000";"-1650";"9276";"-16513";"0";"4170";"4127";"-7184";"11722";"4393";"-1682"
"2022-08-02 00:00:00";"1847727";"1336963";"251";"4143";"4080,5";"4119,75";"4096,25";"-14583";"-12693";"1";"-1";"94";"25415";"4094,25";"13803";"1871";"2037";"-262";"-1015";"10524";"20272";"0";"4116";"4092";"-10118";"-9335";"-4425";"-4759"
"2022-08-01 00:00:00";"1714778";"1243141";"202";"4147,25";"4097";"4137,5";"4123";"-2778";"592";"1";"-1";"58";"28096";"4120";"16236";"-1118";"-1076";"-491";"660";"9933";"-24780";"0";"4135,75";"4110,75";"-13657";"427";"4216";"-2405"
"2022-07-29 00:00:00";"1819732";"1202093";"253";"4144";"4081";"4105";"4132,5";"14134";"2534";"1";"1";"110";"25074";"4133,75";"9747";"-1364";"-1646";"-299";"928";"9133";"5529";"0";"4142,25";"4105";"-8493";"3822";"-7354";"-5734"
"2022-07-28 00:00:00";"1955906";"1365972";"467";"4111";"3994,5";"4022";"4105";"13006";"15464";"1";"1";"332";"26554";"4073,5";"14047";"2452";"930";"2043";"2137";"9979";"-5485";"0";"4088,25";"4018,25";"-1056";"19481";"-3445";"3007"
"2022-07-27 00:00:00";"1670929";"1193116";"417";"4042,75";"3938,75";"3939,25";"4020,5";"5109";"18153";"1";"1";"325";"15984";"3975";"10464";"1476";"350";"-293";"-780";"9606";"13116";"0";"4012,5";"3944,25";"-9364";"17912";"-4049";"-4225"
"2022-07-26 00:00:00";"1544309";"1071741";"206";"3964,5";"3913,25";"3959";"3939,25";"-15657";"-22035";"-1";"-1";"79";"18944";"3924,25";"10754";"916";"-204";"500";"992";"9355";"645";"0";"3941,75";"3916,25";"-22556";"5111";"2573";"-1599"
"2022-07-25 00:00:00";"1458359";"1062484";"172";"3988,75";"3946";"3967,75";"3962,25";"-4011";"1145";"-1";"-1";"22";"23069";"3969";"15372";"-127";"343";"149";"442";"10061";"-11984";"0";"3975";"3958";"-2591";"3041";"5410";"5152"
"2022-07-22 00:00:00";"1688295";"1217281";"300";"4016,25";"3941,5";"3988";"3963,25";"2881";"8003";"-1";"-1";"99";"13349";"3961";"8161";"-1101";"187";"257";"779";"10464";"-6512";"0";"3994,5";"3941,5";"-1283";"11795";"1914";"-2044"
"2022-07-21 00:00:00";"1774667";"1262884";"299";"4004,75";"3930,25";"3954";"3991,25";"7413";"11783";"1";"1";"149";"17213";"3956";"12485";"-303";"27";"297";"-928";"11666";"-1293";"0";"3984,75";"3941";"-3852";"12456";"-2336";"-1492"
"2022-07-20 00:00:00";"1684398";"1218422";"221";"3977,25";"3922,25";"3947";"3953,75";"2952";"102";"1";"1";"27";"18040";"3962,5";"10070";"976";"570";"200";"650";"10733";"5632";"0";"3974,25";"3945";"-1925";"705";"-2258";"1516"
"2022-07-19 00:00:00";"1543168";"1011355";"457";"3948";"3834";"3838,5";"3945,25";"27058";"-406";"1";"1";"427";"19124";"3935";"10282";"-4894";"-5714";"-371";"658";"9002";"-1814";"0";"3948";"3883,5";"-197";"-365";"-4966";"-5714"
"2022-07-18 00:00:00";"1384474";"991847";"358";"3909,5";"3820,25";"3878,5";"3838,25";"1208";"-16640";"-1";"-1";"161";"17532";"3893,5";"12615";"-2050";"-2018";"-290";"-670";"9263";"24366";"0";"3909";"3856,5";"-19147";"513";"4135";"4083"
"2022-07-15 00:00:00";"1435103";"1017043";"353";"3868,25";"3780,25";"3797,75";"3866,75";"12185";"-2033";"1";"1";"276";"18304";"3857";"12925";"1564";"650";"-230";"829";"10557";"-26296";"0";"3865,75";"3837,25";"-608";"-554";"-2259";"-3003"
"2022-07-14 00:00:00";"1838527";"1369626";"331";"3806,25";"3723,75";"3795,75";"3796";"30521";"40225";"-1";"1";"1";"15971";"3794,25";"8492";"1609";"1171";"570";"856";"12989";"-525";"0";"3800";"3747,25";"40063";"38919";"5576";"5592"
"2022-07-13 00:00:00";"2097746";"1555906";"485";"3873";"3752";"3825";"3796";"-1072";"3584";"-1";"-1";"116";"24699";"3808";"17522";"-1849";"-231";"-448";"-541";"13491";"12655";"0";"3837,25";"3788";"1401";"6877";"-5292";"-5566"
"2022-07-12 00:00:00";"1605947";"1156028";"288";"3876,5";"3804,75";"3862";"3823,5";"-17097";"-11515";"-1";"-1";"154";"21456";"3856,5";"15816";"-1730";"552";"237";"-680";"10644";"12155";"0";"3868,5";"3833,25";"-15052";"7618";"-3020";"-2234"
"2022-07-11 00:00:00";"1446897";"1053070";"204";"3900,75";"3850";"3900";"3862";"-1861";"-13675";"-1";"-1";"152";"27758";"3858";"18179";"566";"762";"-500";"806";"10347";"2396";"0";"3868";"3851";"-13576";"5346";"-5334";"-3790"
"2022-07-08 00:00:00";"1431398";"1082460";"217";"3922";"3868";"3897";"3905,5";"-14396";"-22356";"1";"1";"34";"15619";"3905";"10203";"793";"779";"-1356";"-1672";"10838";"-1508";"0";"3916";"3889,75";"-19808";"-17833";"-3369";"-3199"
"2022-07-07 00:00:00";"1271232";"916041";"328";"3914,25";"3832,5";"3853,75";"3899,25";"-1672";"-7284";"1";"1";"182";"14542";"3904,25";"7641";"-48";"-534";"210";"-749";"9831";"-1698";"0";"3910,5";"3881,75";"-12914";"-7197";"4726";"4720"
"2022-07-06 00:00:00";"1639840";"1269208";"266";"3875";"3808,75";"3838";"3854";"8914";"16362";"1";"1";"64";"18095";"3830,75";"15128";"465";"245";"-200";"-595";"13674";"-4120";"0";"3846,25";"3816";"616";"18744";"2602";"3012"
"2022-07-05 00:00:00";"1816050";"1364629";"456";"3857,75";"3744";"3813,5";"3833,75";"4018";"21000";"-1";"1";"81";"12272";"3759";"9438";"50";"332";"400";"-623";"13174";"-3128";"0";"3809,25";"3744,25";"19480";"26392";"6379";"6341"
"2022-07-04 00:00:00";"143649";"120374";"143";"3828,5";"3793";"3828,5";"3813,5";"-1027";"791";"-1";"-1";"60";"2947";"3812,75";"2384";"-385";"-207";"-90";"-140";"6433";"7401";"139";"3819,75";"3803,25";"836";"2647";"-479";"-276"
"2022-07-01 00:00:00";"1673536";"1275606";"357";"3833,5";"3744,5";"3782";"3825,5";"18372";"1346";"1";"1";"174";"14556";"3783";"11272";"870";"556";"-202";"544";"14565";"25907";"0";"3803";"3750,75";"-4403";"1388";"-1640";"1521"
"2022-06-30 00:00:00";"2285057";"1584282";"336";"3825";"3741,25";"3822,75";"3781";"39871";"28903";"-1";"-1";"167";"19097";"3789,25";"11273";"375";"-899";"-322";"901";"14249";"-1551";"0";"3798";"3755";"28816";"38806";"4754";"5108"
"2022-06-29 00:00:00";"1681090";"1253972";"156";"3840";"3801,25";"3828,25";"3823";"-2420";"-4694";"1";"-1";"21";"23084";"3820,25";"16016";"-678";"-1106";"204";"656";"12673";"22445";"0";"3832,75";"3814,75";"-2303";"1736";"4395";"4625"
"2022-06-28 00:00:00";"1728965";"1231870";"514";"3950";"3821,75";"3911,25";"3828";"-16369";"-19903";"-1";"-1";"333";"22935";"3825";"9882";"-12417";"-10767";"-849";"-953";"11904";"3818";"0";"3905,5";"3821,75";"-28423";"-231";"-12417";"-10767"
"2022-06-27 00:00:00";"1446968";"1089693";"223";"3948";"3892,5";"3915";"3910";"-5718";"-9602";"-1";"-1";"20";"22877";"3905";"14800";"1245";"-323";"-210";"-476";"12327";"-34";"0";"3919";"3898";"-10508";"6189";"-2604";"-1236"
"2022-06-24 00:00:00";"1475275";"978139";"555";"3919,75";"3781,25";"3785,25";"3914,75";"39713";"12953";"1";"1";"518";"16347";"3890";"10536";"-4185";"-4411";"500";"824";"10372";"-19736";"0";"3917";"3875";"-3306";"13329";"-4185";"-4411"
"2022-06-23 00:00:00";"1569852";"1172405";"284";"3805,75";"3735";"3761,25";"3784,25";"3014";"17940";"1";"1";"92";"15115";"3780";"9124";"-1055";"-1423";"286";"-790";"13954";"-2185";"0";"3800,5";"3765,5";"-4385";"16033";"-5703";"-6363"
"2022-06-22 00:00:00";"1610730";"1163450";"450";"3805,5";"3693,25";"3766,25";"3760,25";"-18296";"-36162";"1";"-1";"24";"19560";"3785";"12275";"-6222";"-5512";"-228";"-877";"12680";"9120";"0";"3797,25";"3753,25";"-32116";"-28578";"-6222";"-5512"
"2022-06-21 00:00:00";"1278624";"896266";"294";"3783,75";"3710,5";"3716";"3769,5";"8804";"15076";"1";"1";"214";"23192";"3768,5";"12082";"2180";"1498";"-200";"-504";"10068";"-4415";"0";"3781,75";"3760,5";"5017";"14802";"3425";"-2361"
"2022-06-20 00:00:00";"229637";"184430";"255";"3725";"3661,5";"3684";"3716";"5563";"5969";"1";"1";"128";"2621";"3701,75";"2027";"287";"143";"125";"223";"8788";"13397";"489";"3710,5";"3685";"896";"6684";"632";"648"
