Volume,Trades,Bar Size,High,Low,Open,Close,Delta T/D,Delta Aggressor,H/L Side,O/C Side,O/C Size,Max Volume,M/V Price,M/V Trades,M/V Delta T/D,M/V Delta Aggressor,Max Trade,Max Tick,Ticks Number,OI Delta,TPO High,TPO Low,COT High,COT Low,Max Delta T/D,Max Delta Aggressor,returns
655032,439953,132,4841.25,4808.5,4811.25,4826.25,-7380,812,1,1,60,15686,4822.25,10199,-816,128,217,-561,40958,0,4827.5,4815.5,-2490,868,2084,-1706,
1659531,1026404,215,4817.0,4763.5,4768.0,4810.75,30673,34891,1,1,171,30923,4785.0,13638,15863,13911,1144,1224,7648,0,4796.5,4772.25,1628,35011,15863,13911,-0.0032116032116031867
1599359,959066,219,4800.75,4746.25,4799.75,4769.25,-37387,-12937,-1,-1,122,29116,4765.0,14934,-5808,-7788,-700,-1013,7704,12502,4774.0,4759.0,-13209,13900,-5808,-7788,-0.00862651353739019
1675835,1165047,146,4815.75,4779.5,4811.5,4799.0,-11179,-25739,-1,-1,50,30095,4798.0,15520,-1449,-1581,-650,950,8294,-4933,4803.75,4787.75,-13200,2064,-2805,2735,0.0062378780730723005
155320,115786,67,4823.0,4806.5,4812.0,4813.5,2648,3856,1,1,6,8163,4811.75,5946,-637,-211,71,155,3836,20504,4813.75,4807.25,575,4031,1473,1491,0.0030214628047509073
1458580,1003530,181,4836.5,4791.5,4811.25,4811.25,1964,-8382,1,0,0,34735,4816.5,19784,-1893,-1681,500,1025,8192,-1356,4819.0,4805.75,-16630,-5842,-2380,-2004,-0.0004674353381115548
1739692,1196623,262,4838.0,4772.75,4820.5,4812.0,-266,11596,-1,-1,34,19586,4813.0,13430,800,340,357,-671,8194,-6174,4832.5,4793.5,7105,7981,-3667,2905,0.0001558846453624252
1300997,811715,171,4828.5,4786.0,4790.75,4820.25,-4567,15051,1,1,118,20488,4805.25,13242,1244,586,-300,-970,6385,2916,4816.25,4789.5,-2307,14468,3434,2126,0.001714463840398972
1296753,810956,147,4804.0,4767.5,4797.75,4790.5,-303,-9181,1,-1,29,28165,4793.0,12817,-1859,-1447,355,-631,6436,-9035,4799.5,4780.25,-19881,-3481,2384,-1956,-0.006171879051916407
1339989,828139,353,4803.25,4715.25,4735.75,4798.0,-14271,10179,1,1,249,23664,4800.0,9422,-2666,-2260,-2943,-3157,6861,-41454,4803.25,4751.75,-36439,14186,-6597,-6674,0.0015655985805238526
1663860,1090055,234,4760.25,4702.0,4732.75,4735.5,-5750,-3154,1,1,11,22385,4735.0,10180,-705,731,-896,1321,7987,7723,4745.25,4715.5,-9987,2277,-4635,-3995,-0.013026260942059165
1299377,884848,159,4766.5,4727.0,4750.0,4732.25,-19373,-16107,-1,-1,71,19568,4746.0,13721,-494,-1318,250,-728,6977,-1051,4757.0,4740.0,-21783,-3182,3515,2273,-0.0006863055643543392
1587336,1034277,200,4790.75,4741.0,4790.75,4748.75,-32890,-17946,-1,-1,168,24926,4756.0,17219,1824,468,499,817,6980,1456,4763.25,4745.5,-18169,5007,-3442,-1908,0.0034867135083733736
1549005,939486,251,4828.0,4765.5,4818.0,4788.5,3909,-9847,-1,-1,118,27752,4787.5,13706,156,-588,610,973,6720,19212,4791.25,4775.5,-11205,8277,5539,6545,0.008370623848381165
1129992,680940,178,4841.0,4796.75,4834.75,4812.75,-17704,-19868,-1,-1,88,22074,4818.5,9061,1410,1006,-1430,-5816,5565,34149,4822.25,4803.25,-21047,-7155,-5766,-6836,0.005064216351675865
848814,513602,55,4841.5,4828.0,4834.5,4833.5,-3622,1120,-1,-1,4,41207,4834.5,26631,431,537,-300,-726,5044,-1691,4837.0,4832.0,-751,4630,-3935,-2326,0.004311464339514792
949964,570232,81,4836.5,4816.5,4827.75,4834.75,25994,6254,1,1,28,26859,4823.0,16769,2237,913,396,721,5269,15925,4827.75,4819.75,-881,7656,2846,1773,0.0002586117720078107
626490,371247,138,4834.5,4800.25,4800.25,4827.0,9412,9730,1,1,107,18215,4825.25,6996,3735,1235,-248,925,4475,14783,4827.0,4813.0,73,9582,3735,1325,-0.0016029784373545741
1260980,762856,149,4821.75,4784.75,4795.75,4799.25,11556,24434,-1,1,14,26667,4805.25,10023,3175,3125,252,-1201,6447,6467,4818.25,4801.25,11574,20711,6045,6263,-0.005748912367930403
1624670,1020086,190,4798.25,4751.0,4751.0,4795.75,-21178,-21386,1,1,179,25304,4796.0,5398,-12260,-11624,-1000,-6405,7557,-5596,4798.0,4772.75,-29683,-21906,-12260,-11624,-0.0007292806167630284
1623367,934537,351,4830.75,4743.25,4818.5,4753.25,-19535,-32383,-1,-1,261,21727,4822.5,12695,1479,179,-379,-611,6274,-8062,4830.5,4769.5,-34391,3846,-3886,-2400,-0.00886201324089042
1062805,617938,136,4821.5,4787.75,4790.5,4818.25,16109,11745,1,1,111,36425,4813.75,21311,1453,1677,590,-1135,5092,5342,4819.25,4804.5,589,11775,-4258,2356,0.0136748540472309
1077157,611898,132,4802.25,4769.5,4770.5,4790.25,-11777,-7733,1,1,79,31962,4793.0,11349,5074,4042,400,-926,5414,19516,4800.5,4785.25,-11869,-7484,5074,4042,-0.005811238520209594
1628778,1055823,128,4789.0,4757.25,4767.75,4769.5,-48788,-34364,-1,1,7,39654,4767.0,20630,666,2380,-2949,-3063,6868,-18980,4775.25,4763.75,-38743,-21966,-10202,-10804,-0.004331715463702257
1946018,1208646,183,4791.75,4746.25,4760.75,4768.5,4070,9792,-1,1,31,37296,4775.25,19567,2846,4466,1096,-1190,7714,-2620,4783.75,4766.5,-4718,21596,8029,6811,-0.0002096655833945249
1584814,928432,271,4764.25,4696.75,4700.5,4758.5,32122,18988,1,1,232,30468,4703.5,19015,-1158,-374,-728,-856,5788,105345,4749.25,4696.75,12394,23801,5928,4397,-0.002097095522701098
1165888,723035,159,4701.75,4662.25,4677.75,4700.5,216,11030,1,1,91,22252,4681.25,14766,298,454,-491,1063,5648,149023,4688.75,4665.25,-2699,10105,-4669,-4325,-0.012188714931175793
1023513,662831,111,4679.5,4652.0,4660.75,4677.0,1943,4219,1,1,65,25464,4660.25,18426,-1318,0,-226,954,5536,387811,4672.0,4653.5,-833,5316,3311,2145,-0.004999468141687058
1424798,901810,209,4613.75,4561.75,4586.5,4607.25,-49460,-40248,1,1,83,41450,4607.5,8485,-27148,-25976,-1068,-8640,6601,-595900,4611.5,4588.25,-39427,-40456,-27148,-25976,-0.014913406029506082
1602644,951913,190,4596.0,4548.75,4556.0,4585.75,-2756,16038,1,1,119,38704,4588.75,20496,696,1104,238,-853,6267,-968,4594.25,4575.75,428,19754,5637,2526,-0.004666558142058741
1712027,1022317,187,4598.5,4552.0,4573.25,4556.5,-34677,-18103,-1,-1,67,26738,4588.25,16285,1506,800,400,1087,6314,-59834,4592.25,4568.25,-33164,667,-5300,3780,-0.006378454996456395
1777516,1143754,121,4585.5,4555.5,4573.0,4573.25,-3088,-21654,1,1,1,47829,4573.75,30587,455,-777,1539,-2071,6834,-22166,4577.0,4566.0,-20186,-19487,8898,5244,0.0036760671568090153
1725403,1020930,205,4604.5,4553.5,4603.25,4572.5,-18297,-24107,-1,-1,123,40528,4571.0,25367,1194,1374,251,-1591,6186,-6082,4579.5,4562.25,-24464,-7320,-7068,-3202,-0.00016399715738257825
1818296,1176236,182,4607.75,4562.5,4571.75,4604.0,-11842,-4246,1,1,129,33162,4601.25,13611,-898,-2362,-2922,-6053,6582,-52770,4607.0,4573.75,-23172,-4073,-6350,-6308,0.006889010388190231
1945933,1162844,140,4579.5,4544.75,4562.25,4571.75,-1049,-9855,1,1,38,40099,4555.25,25328,-911,-1701,-244,-1305,6722,-2867,4566.25,4548.5,-3260,22965,-5195,-4101,-0.007004778453518656
1534526,908992,167,4597.0,4555.5,4564.0,4563.0,-3010,-9334,-1,-1,4,27843,4575.75,16728,2403,183,-364,1211,5965,14526,4586.0,4562.5,-25169,4689,-4105,-2187,-0.0019139279269426712
1382466,827446,122,4577.25,4547.0,4561.5,4564.0,16554,-8510,1,1,10,26278,4563.75,12854,-254,628,500,786,5777,15058,4566.25,4553.75,-10605,-4606,3800,4362,0.0002191540653078139
1059112,646234,73,4570.0,4552.0,4568.5,4561.5,27242,-6126,1,-1,28,34732,4560.75,17709,6396,1200,-398,-884,5405,-2329,4565.0,4558.25,-5351,-4127,6396,-2274,-0.0005477651183172227
435011,279954,46,4574.0,4562.75,4572.0,4568.25,-1029,733,-1,-1,15,25490,4565.5,16422,-1782,-1830,279,-501,3673,20211,4568.5,4564.5,319,2168,-3577,1896,0.0014797763893457105
98179,70777,44,4572.75,4562.0,4564.0,4569.5,1999,2971,1,1,22,6411,4570.0,4583,1005,391,198,239,2796,0,4571.75,4568.0,-154,2455,1005,990,0.0002736277567996215
1349775,848215,151,4580.5,4543.0,4547.75,4565.75,17737,8613,1,1,72,37858,4568.0,21920,1140,3090,184,775,6124,0,4572.0,4560.25,-3176,9006,-4372,3090,-0.0008206587153956058
1054641,667341,122,4567.0,4536.75,4561.75,4548.0,-10071,-3303,-1,-1,55,38241,4548.5,25010,-2169,-815,202,710,5903,5293,4553.5,4545.0,-4259,-366,3159,2244,-0.0038876416798993008
1146074,695280,205,4571.0,4520.0,4526.75,4561.25,31388,29416,1,1,138,21146,4559.75,10944,-2640,-212,-161,610,5605,2084,4571.0,4539.25,6115,30005,4401,3385,0.0029133685136324416
1244185,782869,108,4539.5,4512.75,4527.75,4523.75,-13151,7815,-1,-1,16,26203,4518.75,18297,-1271,453,401,1498,6139,11482,4528.5,4517.25,1868,4351,4635,4931,-0.008221430528912
1432927,912388,112,4529.5,4501.75,4514.25,4528.5,-14289,-26743,1,1,57,29127,4516.0,19481,919,649,-2776,-6032,7097,-1687,4521.25,4509.75,-9534,-13420,-14653,-15537,0.0010500138159712513
1506893,989076,123,4541.25,4510.75,4515.5,4514.0,-8179,-11273,-1,-1,6,35494,4523.0,24807,-1634,-356,-324,-898,7040,-6670,4528.75,4517.75,-18959,30,-6504,-3494,-0.0032019432483162413
1811236,1102973,417,4524.25,4420.25,4427.25,4514.5,9504,11270,1,1,349,28753,4514.75,11855,-7451,-7819,-2815,-3009,6809,34234,4523.75,4493.5,-26631,6730,-7451,-7819,0.00011076650420904777
1226763,781464,119,4436.75,4407.25,4425.75,4428.0,-18847,-14997,1,1,9,30412,4425.25,12116,-1306,-178,197,1173,6491,-2373,4434.5,4416.75,-12429,-10853,-9498,-7556,-0.019160482888470498
1672785,1009748,326,4435.5,4354.25,4364.5,4424.5,64791,36903,1,1,240,25042,4431.0,7666,-1310,-2784,371,959,7042,-2338,4435.25,4379.5,-1581,37294,5717,3957,-0.0007904245709123847
1904985,1211255,222,4413.0,4357.75,4393.25,4364.75,-20881,-44815,-1,-1,114,27829,4362.0,13863,527,283,450,-1920,7196,1204,4397.0,4358.5,-53739,-929,-4042,2046,-0.013504350774098728
1319855,856948,132,4407.75,4375.0,4397.5,4393.5,17423,-4597,-1,-1,16,28940,4395.5,19609,616,-828,400,-969,6337,-661,4402.25,4389.5,-7127,6800,3590,2341,0.006586860644939518
1316433,813351,150,4403.25,4366.0,4380.0,4397.5,33179,26647,1,1,70,41662,4395.75,19233,-1958,-12,400,869,6407,21126,4402.5,4384.0,15894,26971,4986,2702,0.0009104358711733429
1287361,823802,102,4389.5,4364.25,4379.25,4380.25,9767,-19607,-1,1,4,36011,4381.25,23982,-1673,-111,235,1384,6396,11535,4385.0,4376.5,-20629,10028,5780,3828,-0.003922683342808431
1695242,1073029,266,4391.75,4325.5,4327.5,4378.5,-7118,-23714,1,1,204,28611,4375.5,11543,-29,-149,-2540,-3006,7087,-3684,4387.0,4364.25,-15071,-24009,-9117,-8465,-0.00039952057530967533
1726470,1073321,329,4339.75,4257.75,4258.5,4333.25,38234,15110,1,1,299,22886,4336.0,6406,-754,-444,-2303,-2947,7133,-4198,4338.5,4303.25,-6606,15165,7742,6642,-0.010334589471280076
1954402,1327123,295,4264.75,4191.25,4205.0,4258.25,5526,43060,1,1,213,22553,4256.5,9386,-2951,351,456,1126,8724,-10346,4264.5,4226.5,7361,43031,4729,6197,-0.017308025154329942
1756274,1152168,194,4215.0,4166.75,4184.25,4204.0,-5780,2732,1,1,79,29612,4211.75,10623,-304,256,-445,-1807,8404,-2177,4215.0,4187.75,-5908,6146,-6948,-4012,-0.012739975341983234
1825434,1238967,217,4197.5,4143.5,4148.0,4185.0,9210,594,1,1,148,21869,4186.5,10925,-591,-89,2926,3007,8054,-1813,4194.25,4163.5,-13715,807,4980,-2698,-0.004519505233111287
2123611,1477326,252,4185.0,4122.25,4167.0,4136.5,9019,4003,-1,-1,122,29159,4138.0,12899,2363,3223,328,-945,9953,-14751,4164.5,4122.5,2869,18895,4642,3223,-0.01158900836320187
2340299,1636109,236,4205.0,4146.25,4202.0,4160.5,-4397,11459,-1,-1,166,32360,4180.0,20275,-4172,-2208,1430,2543,10761,-152,4201.0,4164.25,7288,23371,5012,4300,0.005802006527257264
1918880,1322655,280,4273.5,4203.75,4269.5,4211.0,-1900,-14916,-1,-1,234,32861,4209.0,17489,1469,819,-650,-835,9424,-9474,4238.0,4204.75,-14609,7678,4454,3080,0.012137964186996753
1757448,1242628,195,4290.5,4242.0,4250.25,4270.25,12288,5652,1,1,80,26216,4270.5,15297,1974,158,951,969,9066,35522,4278.0,4259.25,-4612,8248,-2754,2602,0.014070292092139614
1906848,1350708,271,4280.75,4213.25,4256.25,4250.75,25358,-14690,1,-1,22,20797,4242.0,12606,3279,2191,-215,-761,9406,-5513,4261.5,4224.5,-28956,-2861,3279,-3548,-0.00456647737251914
2234499,1580977,244,4304.25,4243.5,4295.0,4244.5,-34005,-1251,-1,-1,202,25545,4265.0,16436,-7291,-6153,-418,956,9838,36683,4292.0,4255.5,-1314,149,-8259,-8063,-0.0014703287655120079
2672826,1967232,296,4366.5,4292.75,4346.5,4296.5,-2864,-11394,-1,-1,200,24697,4330.0,18390,1223,-269,-391,928,11503,-3120,4358.5,4324.75,-27582,-30,-5892,-5942,0.012251148545176171
2203759,1544588,275,4399.25,4330.75,4398.0,4347.5,4631,11217,-1,-1,202,22844,4370.5,16507,98,552,-220,1369,9324,21634,4388.5,4354.5,11279,8223,4660,2392,0.011870126847433937
1824920,1280763,231,4423.25,4365.75,4406.25,4400.0,18568,-730,1,-1,25,26582,4394.0,19135,-1202,228,473,1474,8449,-824,4412.0,4382.5,-3211,10471,4704,4568,0.012075905692926936
1623908,1099618,240,4414.25,4354.5,4356.75,4406.0,-410,544,1,1,197,32182,4405.5,21577,-2092,-220,-417,1106,8518,-1260,4413.5,4388.0,-11052,458,6760,6472,0.0013636363636364557
2093698,1467292,269,4407.75,4340.75,4380.75,4351.5,-13064,-5904,-1,-1,117,31318,4356.5,20783,130,-540,218,1331,9616,32000,4381.0,4341.75,-11852,-2524,3635,2279,-0.01236949614162508
1827230,1273820,301,4430.5,4355.5,4417.75,4380.75,-10756,-23270,-1,-1,148,28494,4380.5,14267,-3472,-2358,313,-1590,8111,-2762,4407.25,4355.5,-30747,3709,-5354,-2358,0.006721820062047579
1434964,974114,171,4419.75,4377.25,4392.0,4419.0,-2796,-9184,1,1,108,20992,4395.5,15482,-114,-76,-2942,-3068,7612,28412,4404.75,4383.5,-9644,-14831,-8732,-8838,0.008731381612737454
1557610,1075501,212,4419.0,4366.25,4368.75,4391.5,20472,8908,1,1,91,26254,4391.25,10115,-3562,-2082,-975,-1416,7811,-25180,4416.5,4386.75,-14785,2827,-3562,2841,-0.0062231274043901275
1422166,1006513,306,4375.75,4299.5,4315.0,4368.75,11810,26582,1,1,215,21289,4369.5,10589,423,875,200,848,9069,-13988,4375.75,4324.25,-2807,25007,3227,3717,-0.005180462256632157
2124186,1529875,466,4358.5,4242.25,4287.5,4345.25,13550,7678,1,1,231,20363,4341.75,10457,-1625,-2327,-251,1004,9560,-28912,4358.5,4270.5,-6884,7427,3677,-2327,-0.0053791130185979474
1623709,1212490,177,4302.0,4258.0,4291.5,4288.5,2715,4127,-1,-1,12,25473,4291.25,14931,-2129,-759,314,-931,8921,-5437,4298.0,4274.0,2098,11557,2483,1929,-0.013060238191128226
2096802,1540455,275,4304.0,4235.5,4262.75,4290.75,21004,35310,1,1,112,28178,4275.0,21255,650,518,198,1127,10245,8546,4286.5,4257.0,-4220,39122,-3574,2738,0.0005246589716683125
2191406,1585639,339,4335.75,4251.25,4326.0,4262.75,1844,-11508,-1,-1,253,29153,4267.25,18029,197,-91,-200,-700,9391,-28833,4293.25,4251.25,-7380,3876,4097,1973,-0.006525665676163861
1894098,1370219,241,4355.5,4295.5,4349.0,4326.0,1462,24330,-1,-1,92,21976,4325.0,13608,2948,1824,-226,-751,9599,14581,4329.0,4305.25,20632,12279,3202,2885,0.01483783942290784
2008938,1376475,242,4371.25,4311.0,4342.0,4329.25,6190,2940,-1,-1,51,29509,4326.5,14778,407,825,497,-851,9111,16099,4357.0,4311.5,-14604,839,4255,3628,0.0007512713823394357
1946204,1340703,220,4355.75,4301.0,4323.25,4342.25,25694,19394,1,1,76,26474,4337.75,13067,1776,848,-399,-774,9421,-2364,4351.25,4317.75,-4625,27536,5775,5333,0.0030028295894208856
1893832,1289864,239,4336.5,4277.0,4320.25,4321.75,13144,13592,-1,1,6,25986,4314.25,16122,-156,-1410,-423,910,8127,-14623,4331.5,4304.25,9963,23181,-3287,3406,-0.004721054752720333
1673788,1107525,307,4382.0,4305.5,4382.0,4319.5,14004,17992,-1,-1,250,37623,4315.0,19680,-4243,-269,250,994,7857,-15060,4339.5,4306.5,18041,14628,7707,5813,-0.0005206224330421838
1498494,1041517,182,4383.5,4338.25,4365.0,4382.75,35256,15288,1,1,71,28464,4370.25,20260,3422,1894,604,900,8086,-1135,4374.0,4352.75,-86,21630,3422,2279,0.01464289848362088
1650841,1112284,168,4399.0,4357.25,4370.25,4362.75,9139,-6759,-1,-1,30,23128,4380.0,15815,-1238,-304,773,1000,7771,-6824,4392.25,4369.5,-8033,-5510,-5527,-5793,-0.004563344931835078
1905148,1254264,323,4447.0,4366.5,4445.0,4369.0,-46290,-29772,-1,-1,304,23857,4405.0,15369,-819,-1223,-460,-1566,7995,105,4422.0,4385.25,-29928,316,-6002,-6084,0.0014325826600194436
1420677,967676,260,4508.0,4443.25,4491.25,4444.25,-27247,-16117,-1,-1,188,25034,4499.0,17134,-546,888,495,873,6775,32469,4507.5,4477.0,-21856,76,5396,5456,0.017223620965896025
1369350,881836,190,4509.5,4462.25,4503.25,4492.0,18080,248,-1,-1,45,27766,4491.5,16444,2636,1688,235,-833,5967,9753,4499.25,4472.25,-1298,13079,4158,-2392,0.010744220059627718
1112901,750012,111,4514.5,4487.0,4499.5,4502.5,6323,16661,1,1,12,28120,4500.0,18508,356,1746,-151,-850,6150,-5150,4505.5,4491.5,3593,22135,3960,2594,0.002337488869100568
1685012,1043844,289,4566.0,4494.0,4556.5,4499.0,-18446,-18758,-1,-1,230,32364,4498.25,11981,-3354,-1286,-806,1186,6953,-11082,4528.75,4494.75,-21244,-1215,-4628,3871,-0.0007773459189339693
1428991,894748,173,4562.0,4519.0,4521.25,4557.75,42739,5739,1,1,146,37769,4554.75,16889,-5269,-2073,209,-921,6615,-1050,4561.5,4537.75,490,5895,-5269,-2073,0.01305845743498546
1332271,865899,142,4530.25,4495.0,4513.0,4522.0,10123,1723,1,1,36,22289,4522.5,14964,987,709,-200,953,7459,71417,4527.75,4512.5,-5254,1136,-2392,1852,-0.007843782568153101
1058173,666171,128,4539.0,4507.25,4536.5,4513.75,1767,-5599,-1,-1,91,21469,4529.0,13671,2591,1005,-219,-1487,6269,217594,4532.5,4515.0,-10861,-1952,2991,-1986,-0.0018244139761167677
911381,582647,140,4543.5,4508.75,4512.75,4537.5,-10563,-2131,1,1,99,23551,4540.0,11425,3411,609,-204,-695,5948,454823,4542.5,4527.5,-9659,-1620,3411,1710,0.005261700360011057
1078829,689781,139,4477.5,4443.0,4458.25,4463.5,391,-4969,1,1,21,24248,4465.0,13743,-3336,-3098,-374,1676,6726,-747699,4474.0,4458.25,-10741,-3535,-3336,-3098,-0.016308539944903555
1443832,964636,151,4471.75,4434.25,4469.5,4457.25,-6836,-18164,-1,-1,49,32058,4455.75,18044,-3842,-388,-397,-1213,6993,-2448,4459.5,4443.75,-18591,-5935,-6093,-6871,-0.001400246443373998
1524581,986695,228,4503.75,4447.0,4500.0,4469.75,-10471,-19317,-1,-1,121,32597,4470.0,18570,-257,-749,-403,-972,6641,-65214,4480.0,4455.5,-19782,4834,-8325,-7925,0.00280441976555057
1206837,776217,90,4521.5,4499.25,4520.0,4500.5,-7259,-5889,-1,-1,78,26863,4507.75,18343,-569,-309,235,-1788,6561,-19595,4515.5,4505.25,-5812,-355,-4888,-2218,0.006879579394820645
123497,90672,65,4531.25,4515.25,4523.25,4518.75,-4847,1175,-1,-1,18,4071,4528.5,2873,-193,55,-100,314,3215,-8042,4530.0,4520.5,-1368,379,-807,310,0.004055104988334612
1354936,926017,163,4547.75,4507.25,4516.75,4519.0,7546,4562,-1,1,9,28217,4521.5,14539,3515,1473,700,961,7089,-8460,4531.25,4508.25,-3991,10049,3515,2404,5.53250345780576e-05
1333761,855962,115,4541.25,4512.75,4527.0,4517.25,-7837,-11555,-1,-1,39,24568,4517.75,9867,2738,694,188,946,6572,-1663,4530.5,4514.25,-13590,-3987,3122,2133,-0.0003872538172161599
1342247,875106,139,4530.75,4496.25,4508.75,4527.0,4397,-11897,1,1,73,35037,4523.75,17985,3227,987,-2957,-3015,7145,-9647,4528.0,4513.0,-18364,-9941,-7086,-7878,0.0021583928274946373
1374521,876495,305,4509.5,4433.5,4444.0,4508.0,21645,6575,1,1,256,24837,4507.0,6294,-1935,-5319,-2960,-3016,6936,2622,4509.25,4471.25,-25970,9941,-4198,-5552,-0.004197039982328232
1225634,860993,141,4449.5,4414.5,4418.0,4444.25,15118,5152,1,1,105,26227,4441.5,15507,1729,-63,983,1037,7430,26426,4444.25,4428.5,-2156,5181,-2956,1537,-0.014141526175687646
1801605,1323956,256,4429.0,4365.25,4384.5,4413.25,-7399,-3441,1,1,115,19220,4415.5,9502,-86,-390,-561,-1100,9645,-9648,4427.5,4392.0,-7383,7344,-2943,-2327,-0.006975305169601209
1710292,1203125,429,4485.5,4378.5,4470.5,4383.75,-57380,-41660,-1,-1,347,13818,4420.0,9534,702,366,-300,-553,8641,-1361,4449.25,4378.75,-44341,405,-2663,-1491,-0.006684416246530378
1248383,834073,308,4476.25,4399.5,4400.0,4475.5,25195,38103,1,1,302,20373,4446.0,9509,-119,779,-2908,-3038,7191,-18490,4470.5,4424.0,-3107,33152,-6378,-6432,0.020929569432563522
1323098,935477,184,4440.0,4394.25,4410.25,4400.25,-2798,8948,-1,-1,40,34393,4399.5,20773,-4687,-695,-972,-2964,7417,29226,4416.0,4396.0,713,85,6257,5485,-0.01681376382527089
1318608,946291,196,4421.0,4372.25,4383.5,4409.5,-2326,11478,1,1,104,17713,4402.0,13032,1463,981,-203,882,7442,-138,4407.0,4379.0,-3876,12577,3519,1939,0.002102153286745123
1645212,1145262,185,4396.0,4350.0,4379.25,4380.0,24888,12104,1,1,3,26858,4385.0,14835,7812,8202,473,-985,8879,-27102,4388.25,4365.25,9213,19520,7812,8202,-0.006690100918471442
1559640,1066478,237,4436.75,4377.75,4420.5,4378.5,-40864,-36654,-1,-1,168,22950,4426.0,16286,-1242,-1434,-959,-1880,8188,-4914,4436.0,4401.75,-33925,7,-4601,-2405,-0.00034246575342467
1442600,988907,202,4467.25,4417.0,4453.25,4419.5,-22064,-16624,-1,-1,135,23432,4419.75,7295,-758,1510,-341,-811,8127,37960,4454.5,4417.25,-20552,1455,-2535,-1837,0.00936393742149133
1430674,994883,284,4517.75,4447.0,4505.75,4452.5,-29476,-11246,-1,-1,213,26102,4465.25,19605,888,-184,-359,-1023,8387,6929,4488.0,4459.5,-11487,-1067,-3378,-1964,0.0074669080212694805
1237250,881089,172,4507.75,4465.0,4483.5,4506.5,31058,6608,1,1,92,26365,4493.5,19407,-135,-867,217,940,8104,-11767,4503.0,4478.75,2310,10462,6373,5145,0.012128017967434124
1457967,1033402,150,4496.25,4459.0,4487.75,4484.25,3543,-6519,-1,-1,14,24816,4480.25,15770,-450,-314,243,-762,8190,-2904,4487.25,4472.25,-6579,1278,3363,-2574,-0.004937312770442737
2164972,1578694,286,4544.75,4473.5,4493.25,4486.75,-1586,-5880,-1,-1,26,20580,4485.5,10914,708,252,-420,1064,9312,-3592,4518.75,4481.25,-29110,-511,-2734,-2612,0.0005575068294587648
1581573,1073205,233,4536.25,4478.25,4516.5,4493.25,-31311,-18567,-1,-1,93,22057,4488.75,14611,17,781,-368,-732,7160,21235,4512.25,4480.0,-22658,-457,-3897,-2067,0.0014487100908229245
1624626,1131179,237,4541.0,4482.0,4539.5,4517.25,2142,-13490,-1,-1,89,21070,4487.5,15596,3578,812,-217,-788,7543,-5367,4509.25,4483.75,-13451,10728,3578,-2228,0.005341345351360438
1350084,910212,166,4541.75,4500.5,4500.5,4540.0,16612,100,1,1,158,22975,4525.0,16193,629,-109,192,1200,7068,-11103,4531.25,4513.75,-935,-181,7974,3640,0.0050362499308207465
1945238,1215028,269,4560.75,4493.75,4523.5,4498.0,-35456,-10432,-1,-1,102,23155,4499.25,9803,1687,1031,-2835,-3119,8628,11506,4541.75,4494.5,-23515,-1429,-8220,-7752,-0.009251101321585908
1699614,1090737,168,4547.5,4505.75,4534.25,4524.75,-4076,6894,-1,-1,38,28707,4527.0,19174,613,1547,615,910,8908,-1216,4531.5,4514.0,3790,15610,3530,3114,0.005947087594486478
1834481,1124910,264,4593.5,4527.75,4580.0,4534.5,-47209,-23381,-1,-1,182,35935,4536.5,13722,3179,3153,2631,2634,8087,-28790,4561.25,4530.75,-25382,8337,-7713,-5845,0.0021548151831591866
1146998,727111,124,4621.75,4591.0,4617.75,4598.25,-2408,-16700,-1,-1,78,41381,4601.0,18657,1465,1763,287,1083,6022,14618,4604.5,4596.5,-17479,9328,-4162,-3211,0.014058881905391951
1230877,714812,97,4619.25,4595.25,4608.75,4617.25,-27081,-29779,1,1,34,28664,4605.0,16544,6474,5056,-2935,-5768,6426,-6276,4614.75,4603.0,-34371,-28132,6474,-6430,0.004132006741695227
1492162,926263,235,4616.5,4558.0,4566.0,4607.0,10312,15602,1,1,164,39861,4606.75,16690,5553,1973,-1929,-2609,7696,13637,4615.0,4597.0,-4368,15229,5553,2997,-0.002219936109155829
1828323,1180817,324,4634.5,4553.75,4594.75,4567.25,-10431,-6361,-1,-1,110,17840,4617.5,11925,1650,484,381,-2217,7156,-2686,4634.5,4581.25,-29237,9645,4359,4397,-0.008628174517039233
1308495,896720,149,4610.75,4573.75,4604.75,4592.25,-1481,3875,-1,-1,50,30468,4588.0,22531,-1112,-344,350,761,6770,-10740,4593.75,4581.0,8271,10447,3840,2053,0.00547375335267386
1151452,699439,119,4608.75,4579.25,4584.5,4604.5,9110,12126,1,1,80,27443,4595.5,12463,-191,-467,634,-1203,5259,-12684,4606.0,4588.25,-8322,13270,-5716,4544,0.00266753769938477
1151122,757940,131,4592.5,4560.0,4565.0,4585.5,-11640,9538,1,1,82,37038,4583.75,18969,3790,2786,640,-988,5865,11035,4588.0,4577.5,921,12864,3790,2786,-0.0041263980888262
1370390,915788,114,4590.0,4561.75,4566.25,4564.0,-26230,8296,1,-1,9,26730,4577.5,18675,546,812,-331,-936,6140,-9526,4580.75,4567.25,-611,9293,-5660,3437,-0.004688692618035062
1454559,937101,149,4594.25,4557.25,4593.25,4566.25,-20185,-36703,-1,-1,108,20324,4565.25,8419,-4118,-886,-397,-1073,6290,-1819,4584.0,4557.5,-28383,771,-4118,-2238,0.0004929886064855005
